G,IP,BF,H,R,ER,BB,IBB,Auto BB,K,HR,1B,RGO,LGO,FO,PO,LO,ERA,WHIP,H/6,HR/6,BB/6,K/6,K/BB,BAA,OBPA,SLGA,OPSA,BABIP_A,HR%_A,K%_A,BB%_A,GB%_A,FB%_A,GB/FB_A,Avg Diff,RE24,WPA,AB_A,SF_A,SH_A,2B_A,3B_A,GB_outs_A,FB_outs_A,SB_A,CS_A,SB%_A,Season,Pitcher ID,Team,is_sub_row,Last Team,FIP,nIP,ERA+,nRuns,GS,GF,CG,SHO,W,L,SV,HLD,W-L%,WAR
3.0,3.0,14.0,4.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,8.0,2.0,4.0,4.0,1.0,0.3333333333333333,0.42857142857142855,0.6666666666666666,1.0952380952380951,0.3333333333333333,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.6666666666666666,0.3333333333333333,2.0,236.15384615384616,-0.9120453624849866,0.4444,12.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,,S2,376,TB,True,TB,6.684551341350601,3.6666666666666665,104.0,2.114146077505814,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.14827545094531264
10.0,37.333333333333336,145.0,30.0,15.0,15.0,9.0,0.0,0.0,31.0,7.0,17.0,18.0,8.0,36.0,5.0,0.0,2.4107142857142856,1.044642857142857,4.821428571428571,1.125,1.4464285714285712,4.982142857142857,3.4444444444444446,0.2222222222222222,0.2689655172413793,0.4222222222222222,0.6911877394636015,0.23469387755102042,0.04827586206896552,0.21379310344827587,0.06206896551724138,0.44594594594594594,0.5540540540540541,0.8048780487804879,273.8041958041958,-10.947079601687792,1.3346000000000002,135.0,1.0,0.0,6.0,0.0,33.0,41.0,0.0,0.0,,S2,394,TOR,False,TOR,3.184551341350601,39.333333333333336,160.0,14.70463954318344,6.0,7.0,4.0,1.0,4.0,2.0,0.0,0.0,0.6666666666666666,1.6857995766714953
9.0,39.666666666666664,165.0,34.0,16.0,16.0,19.0,0.0,1.0,19.0,4.0,19.0,30.0,16.0,31.0,7.0,0.0,2.420168067226891,1.3361344537815127,5.142857142857143,0.6050420168067228,2.8739495798319328,2.8739495798319328,1.0,0.23448275862068965,0.3212121212121212,0.3931034482758621,0.7143155694879832,0.24390243902439024,0.024242424242424242,0.11515151515151516,0.11515151515151516,0.5869565217391305,0.41304347826086957,1.4210526315789473,249.65853658536585,-10.272364045268022,0.9888999999999999,145.0,1.0,0.0,11.0,0.0,54.0,38.0,1.0,0.0,1.0,S2,395,TOR,False,TOR,3.4744673077371555,41.333333333333336,172.0,14.39963503649635,6.0,8.0,5.0,1.0,4.0,3.0,1.0,0.0,0.5714285714285714,1.699857899167824
18.0,97.0,417.0,113.0,55.0,55.0,30.0,0.0,5.0,51.0,18.0,73.0,49.0,58.0,82.0,11.0,0.0,3.402061855670103,1.4742268041237114,6.989690721649485,1.1134020618556701,1.8556701030927836,3.1546391752577323,1.7,0.2950391644908616,0.34292565947242204,0.4934725848563969,0.8363982443288189,0.29874213836477986,0.04316546762589928,0.1223021582733813,0.07194244604316546,0.5753424657534246,0.4246575342465753,1.3548387096774193,242.2874109263658,-7.7227239189646815,0.4587999999999996,383.0,4.0,0.0,22.0,0.0,126.0,93.0,8.0,1.0,0.8888888888888888,S2,413,2TM,False,TEX,3.973211135165034,98.66666666666667,121.0,48.883529696308315,17.0,15.0,14.0,1.0,9.0,8.0,0.0,0.0,0.5294117647058824,2.4721703510801416
17.0,91.0,392.0,105.0,53.0,53.0,29.0,0.0,5.0,47.0,18.0,66.0,46.0,57.0,77.0,10.0,0.0,3.4945054945054945,1.4725274725274726,6.9230769230769225,1.1868131868131868,1.912087912087912,3.0989010989010994,1.6206896551724137,0.2924791086350975,0.34183673469387754,0.5013927576601671,0.8432294923540447,0.29194630872483224,0.04591836734693878,0.11989795918367346,0.07397959183673469,0.5797101449275363,0.42028985507246375,1.3793103448275863,244.1439393939394,-5.830902196766495,0.1818999999999999,359.0,4.0,0.0,21.0,0.0,120.0,87.0,8.0,1.0,0.8888888888888888,S2,413,TEX,True,TEX,4.1790568358560956,92.66666666666667,116.0,47.883529696308315,16.0,14.0,13.0,1.0,8.0,8.0,0.0,0.0,0.5,2.181075831187441
1.0,6.0,25.0,8.0,2.0,2.0,1.0,0.0,0.0,4.0,0.0,7.0,3.0,1.0,5.0,1.0,0.0,2.0,1.5,8.0,0.0,1.0,4.0,4.0,0.3333333333333333,0.36,0.375,0.735,0.4,0.0,0.16,0.04,0.5,0.5,1.0,212.88,-1.8918217221981826,0.2769,24.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,0.0,,S2,413,HOU,True,HOU,0.8512180080172677,6.0,360.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.29109451989270035
1.0,2.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,1.0,0.14285714285714285,0.25,0.2857142857142857,0.5357142857142857,0.16666666666666666,0.0,0.125,0.125,0.6,0.4,1.5,272.875,-1.2972739073993944,0.1374,7.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,,S2,716,DET,False,DET,2.184551341350601,2.0,inf,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16233934199526173
11.0,59.666666666666664,246.0,54.0,25.0,25.0,23.0,0.0,3.0,62.0,8.0,36.0,20.0,22.0,52.0,2.0,0.0,2.5139664804469275,1.2905027932960895,5.430167597765363,0.8044692737430168,2.3128491620111733,6.23463687150838,2.6956521739130435,0.24324324324324326,0.3130081300813008,0.4009009009009009,0.7139090309822017,0.3006535947712418,0.032520325203252036,0.25203252032520324,0.09349593495934959,0.49056603773584906,0.5094339622641509,0.9629629629629629,264.5925925925926,-12.976196345681236,1.2112,222.0,1.0,0.0,9.0,1.0,52.0,54.0,0.0,1.0,0.0,S2,1953,2TM,False,STL,2.505780391629931,59.666666666666664,155.0,23.022301455192302,11.0,8.0,8.0,1.0,4.0,6.0,0.0,0.0,0.4,2.3004371356692834
8.0,45.666666666666664,182.0,39.0,15.0,15.0,13.0,0.0,0.0,48.0,5.0,25.0,14.0,17.0,41.0,2.0,0.0,1.9708029197080292,1.1386861313868615,5.124087591240876,0.6569343065693432,1.7080291970802923,6.306569343065694,3.6923076923076925,0.23214285714285715,0.2857142857142857,0.38095238095238093,0.6666666666666666,0.29310344827586204,0.027472527472527472,0.26373626373626374,0.07142857142857142,0.4691358024691358,0.5308641975308642,0.8837209302325582,268.0601092896175,-14.837299870186069,1.2961,168.0,1.0,0.0,8.0,1.0,38.0,43.0,0.0,1.0,0.0,S2,1953,MIL,True,MIL,1.8597338231024259,45.666666666666664,204.0,13.431643625192013,8.0,7.0,7.0,1.0,4.0,3.0,0.0,0.0,0.5714285714285714,2.2256518780771883
3.0,14.0,64.0,15.0,10.0,10.0,10.0,0.0,3.0,14.0,3.0,11.0,6.0,5.0,11.0,0.0,0.0,4.285714285714286,1.7857142857142858,6.428571428571429,1.2857142857142856,4.285714285714286,6.0,1.4,0.2777777777777778,0.390625,0.46296296296296297,0.853587962962963,0.32432432432432434,0.046875,0.21875,0.15625,0.56,0.44,1.2727272727272727,254.01666666666668,1.861103524504832,-0.08489999999999992,54.0,0.0,0.0,1.0,0.0,14.0,11.0,0.0,0.0,,S2,1953,STL,True,STL,4.613122769922029,14.0,88.0,9.590657830000291,3.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.07478525759209495
7.0,31.666666666666668,148.0,43.0,21.0,21.0,12.0,0.0,0.0,40.0,3.0,30.0,7.0,9.0,26.0,3.0,0.0,3.9789473684210526,1.7368421052631577,8.147368421052631,0.5684210526315789,2.2736842105263158,7.578947368421052,3.3333333333333335,0.3233082706766917,0.3716216216216216,0.48120300751879697,0.8528246291404186,0.43010752688172044,0.02027027027027027,0.2702702702702703,0.08108108108108109,0.42,0.58,0.7241379310344828,244.67808219178082,1.4941267588547964,-0.4174999999999999,133.0,3.0,0.0,8.0,2.0,21.0,29.0,0.0,0.0,,S2,1966,BAL,False,BAL,1.5266566045084957,32.666666666666664,126.0,15.5477831846445,7.0,5.0,5.0,0.0,2.0,5.0,0.0,0.0,0.2857142857142857,0.4539084223379823
9.0,22.333333333333332,98.0,25.0,18.0,18.0,9.0,0.0,3.0,25.0,8.0,10.0,3.0,8.0,21.0,2.0,0.0,4.835820895522389,1.5223880597014927,6.7164179104477615,2.1492537313432836,2.417910447761194,6.7164179104477615,2.7777777777777777,0.2840909090909091,0.3469387755102041,0.6590909090909091,1.0060296846011132,0.30357142857142855,0.08163265306122448,0.25510204081632654,0.09183673469387756,0.39473684210526316,0.6052631578947368,0.6521739130434783,243.82291666666666,2.8310230455794674,-0.7389,88.0,1.0,0.0,5.0,2.0,15.0,23.0,1.0,0.0,1.0,S2,2019,2TM,False,SFG,5.311417012992392,24.333333333333332,73.0,19.996069706346127,3.0,6.0,0.0,0.0,1.0,5.0,1.0,0.0,0.16666666666666666,0.11639409831975107
8.0,19.666666666666668,84.0,21.0,16.0,16.0,8.0,0.0,3.0,23.0,7.0,8.0,2.0,7.0,18.0,1.0,0.0,4.881355932203389,1.4745762711864405,6.40677966101695,2.135593220338983,2.4406779661016946,7.016949152542373,2.875,0.27631578947368424,0.34523809523809523,0.6447368421052632,0.9899749373433584,0.30434782608695654,0.08333333333333333,0.27380952380952384,0.09523809523809523,0.40625,0.59375,0.6842105263157895,245.49382716049382,2.776933906678558,-0.6833999999999999,76.0,0.0,0.0,5.0,1.0,13.0,19.0,0.0,0.0,,S2,2019,DET,True,DET,5.193025917621787,21.333333333333332,74.0,17.34743275264643,2.0,6.0,0.0,0.0,1.0,4.0,1.0,0.0,0.2,0.06473209751302803
1.0,2.6666666666666665,14.0,4.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,4.5,1.875,9.0,2.25,2.25,4.5,2.0,0.3333333333333333,0.35714285714285715,0.75,1.1071428571428572,0.3,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.3333333333333333,0.6666666666666666,0.5,234.8,0.05408913890090883,-0.05549999999999998,12.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0,1.0,S2,2019,SFG,True,SFG,6.184551341350601,3.0,68.0,2.648636953699697,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.051662000806723084
4.0,9.0,55.0,23.0,19.0,19.0,5.0,0.0,3.0,4.0,9.0,12.0,6.0,8.0,4.0,3.0,0.0,12.666666666666666,3.111111111111111,15.333333333333332,6.0,3.3333333333333335,2.6666666666666665,0.8,0.46938775510204084,0.509090909090909,1.0612244897959184,1.5703153988868275,0.3783783783783784,0.16363636363636364,0.07272727272727272,0.09090909090909091,0.6818181818181818,0.3181818181818182,2.142857142857143,216.51923076923077,13.149330616196295,-1.2479,49.0,1.0,0.0,2.0,0.0,15.0,7.0,0.0,0.0,,S2,2065,2TM,False,MIL,15.46232911912838,9.333333333333334,29.0,18.995250714991016,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0907258967392888
3.0,6.333333333333333,42.0,18.0,15.0,15.0,5.0,0.0,3.0,3.0,6.0,10.0,4.0,5.0,3.0,2.0,0.0,14.210526315789474,3.6315789473684212,17.05263157894737,5.684210526315789,4.7368421052631575,2.8421052631578947,0.6,0.5,0.5476190476190477,1.0555555555555556,1.6031746031746033,0.42857142857142855,0.14285714285714285,0.07142857142857142,0.11904761904761904,0.6666666666666666,0.3333333333333333,2.0,205.17948717948718,10.923935267445273,-0.9906,36.0,1.0,0.0,2.0,0.0,10.0,5.0,0.0,0.0,,S2,2065,MIL,True,MIL,15.42139344661376,6.666666666666667,27.0,14.823944505140908,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.9211807826540854
1.0,2.6666666666666665,13.0,5.0,4.0,4.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,0.0,9.0,1.875,11.25,6.75,0.0,2.25,,0.38461538461538464,0.38461538461538464,1.0769230769230769,1.4615384615384615,0.2222222222222222,0.23076923076923078,0.07692307692307693,0.0,0.7142857142857143,0.2857142857142857,2.5,250.53846153846155,2.2253953487510154,-0.2573,13.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,,S2,2065,TEX,True,TEX,15.559551341350602,2.6666666666666665,38.0,4.171306209850107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16954511408520284
8.0,34.0,153.0,43.0,25.0,25.0,17.0,0.0,0.0,28.0,7.0,25.0,12.0,5.0,31.0,8.0,0.0,4.411764705882353,1.7647058823529411,7.588235294117647,1.2352941176470589,3.0,4.9411764705882355,1.6470588235294117,0.3161764705882353,0.39215686274509803,0.5661764705882353,0.9583333333333333,0.3564356435643564,0.0457516339869281,0.1830065359477124,0.1111111111111111,0.4,0.6,0.6666666666666666,231.2171052631579,2.946343574210298,-0.08849999999999991,136.0,0.0,0.0,9.0,2.0,26.0,39.0,1.0,0.0,1.0,S2,2091,2TM,False,CLE,4.213963106056483,34.0,85.0,24.0,7.0,4.0,3.0,0.0,3.0,3.0,0.0,0.0,0.5,0.32906921033700864
3.0,15.0,75.0,22.0,16.0,16.0,12.0,0.0,0.0,14.0,3.0,11.0,6.0,3.0,12.0,2.0,0.0,6.4,2.2666666666666666,8.799999999999999,1.2000000000000002,4.800000000000001,5.6,1.1666666666666667,0.3492063492063492,0.4533333333333333,0.6507936507936508,1.104126984126984,0.41304347826086957,0.04,0.18666666666666668,0.16,0.48148148148148145,0.5185185185185185,0.9285714285714286,221.65333333333334,6.270445694504543,-0.31579999999999997,63.0,0.0,0.0,6.0,2.0,13.0,14.0,1.0,0.0,1.0,S2,2091,DET,True,DET,4.817884674683935,15.0,56.0,16.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,-0.32130752643180804
5.0,19.0,78.0,21.0,9.0,9.0,5.0,0.0,0.0,14.0,4.0,14.0,6.0,2.0,19.0,6.0,0.0,2.8421052631578947,1.368421052631579,6.631578947368421,1.263157894736842,1.5789473684210527,4.421052631578947,2.8,0.2876712328767123,0.3333333333333333,0.4931506849315068,0.8264840182648401,0.3090909090909091,0.05128205128205128,0.1794871794871795,0.0641025641025641,0.34210526315789475,0.6578947368421053,0.52,240.53246753246754,-3.3241021202942447,0.2273,73.0,0.0,0.0,3.0,0.0,13.0,25.0,0.0,0.0,,S2,2091,CLE,True,CLE,3.7371829202979696,19.0,142.0,8.0,4.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.5,0.6503767367688166
1.0,5.0,22.0,7.0,3.0,3.0,0.0,0.0,0.0,8.0,1.0,4.0,0.0,1.0,5.0,1.0,0.0,3.6,1.4,8.399999999999999,1.2000000000000002,0.0,9.600000000000001,,0.3181818181818182,0.3181818181818182,0.5454545454545454,0.8636363636363635,0.46153846153846156,0.045454545454545456,0.36363636363636365,0.0,0.14285714285714285,0.8571428571428571,0.16666666666666666,235.6086956521739,-0.24318476849848564,-0.04930000000000004,22.0,0.0,0.0,2.0,0.0,1.0,6.0,1.0,0.0,1.0,S2,2111,PHI,False,PHI,1.084551341350601,5.0,150.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11400134280198479
1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,379.0,-0.4316436251920122,0.1383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,S2,2125,MIN,False,MIN,-4.315448658649399,1.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04724085642611651
9.0,29.0,112.0,21.0,8.0,8.0,10.0,3.0,0.0,14.0,5.0,12.0,13.0,17.0,24.0,6.0,0.0,1.6551724137931034,1.0689655172413792,4.344827586206897,1.0344827586206897,2.0689655172413794,2.896551724137931,1.4,0.2079207920792079,0.2767857142857143,0.40594059405940597,0.6827263083451203,0.1927710843373494,0.044642857142857144,0.125,0.08928571428571429,0.5454545454545454,0.45454545454545453,1.2,261.0272727272727,-10.228016174016123,1.3016,101.0,1.0,0.0,3.0,1.0,36.0,30.0,1.0,1.0,0.5,S2,2129,MIN,False,MIN,3.994896168936808,29.333333333333332,178.0,9.879729390674488,6.0,2.0,1.0,1.0,4.0,2.0,0.0,2.0,0.6666666666666666,1.479368934976124
9.0,49.666666666666664,210.0,52.0,33.0,33.0,21.0,0.0,0.0,44.0,11.0,25.0,21.0,9.0,42.0,8.0,0.0,3.986577181208054,1.4697986577181208,6.281879194630873,1.3288590604026846,2.5369127516778525,5.315436241610739,2.0952380952380953,0.2765957446808511,0.3476190476190476,0.5372340425531915,0.8848530901722391,0.30597014925373134,0.05238095238095238,0.20952380952380953,0.1,0.45652173913043476,0.5434782608695652,0.84,244.8846153846154,0.5681523150151433,-0.7767000000000002,188.0,1.0,0.0,16.0,0.0,42.0,50.0,0.0,1.0,0.0,S2,2147,OAK,False,OAK,4.060390267525097,49.666666666666664,94.0,31.55521472392638,9.0,9.0,9.0,1.0,2.0,7.0,0.0,0.0,0.2222222222222222,0.7992484889506952
3.0,12.666666666666666,56.0,15.0,5.0,5.0,5.0,0.0,0.0,11.0,1.0,10.0,4.0,2.0,14.0,1.0,0.0,2.368421052631579,1.5789473684210527,7.105263157894738,0.4736842105263158,2.3684210526315788,5.210526315789474,2.2,0.3,0.35714285714285715,0.46,0.8171428571428572,0.358974358974359,0.017857142857142856,0.19642857142857142,0.08928571428571429,0.375,0.625,0.6,240.30357142857142,-3.731441160546447,0.37320000000000003,50.0,1.0,0.0,3.0,1.0,9.0,15.0,0.0,0.0,,S2,2151,WSH,False,WSH,2.158235551876917,13.0,156.0,5.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.6666666666666666,0.6014277748419006
5.0,6.0,38.0,14.0,9.0,9.0,7.0,0.0,2.0,5.0,3.0,7.0,2.0,1.0,3.0,1.0,0.0,9.0,3.5,14.0,3.0,7.0,5.0,0.7142857142857143,0.4827586206896552,0.5526315789473685,0.9310344827586207,1.4836660617059891,0.4782608695652174,0.07894736842105263,0.13157894736842105,0.18421052631578946,0.6,0.4,1.5,214.0857142857143,4.959829373434513,-0.4898,29.0,2.0,0.0,4.0,0.0,6.0,4.0,0.0,0.0,,S2,2184,2TM,False,SEA,10.017884674683934,7.666666666666667,34.0,13.396505970809377,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3410761688806705
1.0,1.6666666666666667,10.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,3.5999999999999996,3.0,14.399999999999999,0.0,3.5999999999999996,0.0,0.0,0.5,0.5,0.625,1.125,0.4444444444444444,0.0,0.0,0.1,0.25,0.75,0.3333333333333333,207.4,-0.5964346698497787,-0.07250000000000001,8.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,,S2,2184,STL,True,STL,3.484551341350601,2.0,60.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1004084060541307
4.0,4.333333333333333,28.0,10.0,8.0,8.0,6.0,0.0,2.0,5.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,11.076923076923078,3.6923076923076925,13.846153846153847,4.153846153846154,8.307692307692308,6.923076923076923,0.8333333333333334,0.47619047619047616,0.5714285714285714,1.0476190476190477,1.619047619047619,0.5,0.10714285714285714,0.17857142857142858,0.21428571428571427,0.8333333333333334,0.16666666666666666,5.0,216.76,5.556264043284292,-0.4173,21.0,1.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,,S2,2184,SEA,True,SEA,12.530705187504449,5.666666666666667,30.0,11.396505970809377,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.44148457493480125
3.0,6.0,27.0,8.0,6.0,6.0,2.0,0.0,0.0,6.0,1.0,5.0,1.0,4.0,5.0,0.0,0.0,6.0,1.6666666666666667,8.0,1.0,2.0,6.0,3.0,0.32,0.37037037037037035,0.52,0.8903703703703704,0.3888888888888889,0.037037037037037035,0.2222222222222222,0.07407407407407407,0.5454545454545454,0.45454545454545453,1.2,258.48148148148147,2.108178277801817,0.049800000000000066,25.0,0.0,0.0,2.0,0.0,6.0,5.0,0.0,0.0,,S2,2271,MIN,False,MIN,2.851218008017268,6.0,90.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.10075249229346905
